Date,XRT US,XLK US,XLE US,XLF US,XLU US,XLV US,XLP US,XLY US,XLI US
14/11/2014,45.655,41.61,86.21,19.54,44.94,67.25,47.76,69.28,56.31
17/11/2014,45.14,41.53,85.76,19.54,45.53,67.58,48.08,69.2,56.23
18/11/2014,45.185,41.67,85.83,19.6,45.66,68.67,48.26,69.33,56.65
19/11/2014,45.52,41.4,86.28,19.56,45.62,68.29,48.46,69.62,56.48
20/11/2014,46.28,41.61,87.36,19.56,45.52,68,48.25,69.92,56.63
21/11/2014,46.34,41.67,88.5,19.66,45.7,68.32,48.45,70.09,57.18
24/11/2014,46.95,41.89,87.82,19.79,45.32,68.67,48.42,70.74,57.33
25/11/2014,46.875,41.91,86.39,19.77,45.32,68.76,48.46,70.96,57.5
26/11/2014,46.735,42.29,85.3,19.8,45.52,69.18,48.68,70.95,57.39
27/11/2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/11/2014,47.155,42.49,79.82,19.81,46,69.61,49.3,71.81,56.91
1/12/2014,46.125,42.005,80.1,19.67,46.09,69.44,48.975,71.02,56.18
2/12/2014,46.285,42.02,80.97,19.86,46.4,70.21,49.15,71.29,56.66
3/12/2014,46.685,42.17,81.96,19.95,46.27,70.32,48.8,71.41,57.415
4/12/2014,46.365,42.17,81.25,19.98,46.23,70.23,48.76,71.37,57.13
5/12/2014,46.215,42.12,80.28,20.15,45.87,70.79,48.85,71.53,57.26
8/12/2014,45.865,41.69,77.03,20.25,46.24,71.04,48.75,70.95,56.63
9/12/2014,46.025,41.68,77.87,20.2,46.47,70.74,48.59,70.82,56.64
10/12/2014,45.27,41.05,75.47,19.94,45.89,69.65,48.13,69.88,55.56
11/12/2014,45.855,41.23,75.42,19.99,46.35,69.85,48.53,70.45,55.825
12/12/2014,46.14,40.615,74.02,19.6,45.91,68.78,47.91,70,54.82
15/12/2014,46.235,40.37,73.36,19.42,45.52,68.15,47.59,69.577,54.64
16/12/2014,45.66,39.83,74.01,19.24,45.48,67.36,47.41,68.51,54.69
17/12/2014,46.765,40.58,77.08,19.67,46.29,68.62,48.1,69.82,55.2
18/12/2014,47.5,41.74,78.56,20.13,47.2,70.5,49.02,70.97,56.59
19/12/2014,47.065,41.57,80.57,20.04,46.86,70.41,48.62,70.87,56.59
22/12/2014,47.335,42.07,79.75,20.18,46.98,69.74,49.09,71.56,57.13
23/12/2014,47.65,42.18,80.72,20.29,47.1,68.14,49.43,71.96,57.34
24/12/2014,47.62,42.14,80.13,20.26,47.97,68.64,49.38,71.84,57.4
25/12/2014,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/12/2014,47.775,42.32,80.11,20.26,48.55,69.13,49.46,72.23,57.4
29/12/2014,48.245,42.11,80.4,20.33,49.11,69.37,49.31,72.78,57.49
30/12/2014,48.145,41.81,79.76,20.31,48.09,69.07,49.09,72.44,57.15
31/12/2014,48.005,41.35,79.16,20.08,47.22,68.38,48.49,72.15,56.58
1/1/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/2015,47.67,41.27,79.53,20.08,47.44,68.63,48.35,71.63,56.51
5/1/2015,47.13,40.64,76.24,19.66,46.86,68.28,48.01,70.26,55.19
6/1/2015,46.63,40.15,75.12,19.36,46.89,68.05,47.95,69.56,54.51
7/1/2015,47.85,40.49,75.28,19.56,47.35,69.65,48.77,70.66,54.92
8/1/2015,48.495,41.38,76.97,19.85,47.68,70.84,49.51,71.72,56.02
9/1/2015,47.625,41.25,76.36,19.59,47.38,70.21,49.11,70.89,55.42
12/1/2015,47.725,40.77,74.16,19.42,47.27,70.24,48.96,70.51,55.04
13/1/2015,47.315,40.74,73.57,19.36,47.4,69.93,48.95,70.51,54.93
14/1/2015,47.14,40.51,73.8,19.08,47.81,69.82,48.8,69.66,54.63
15/1/2015,46.06,39.99,72.86,18.85,48.19,69.07,48.88,68.76,54.37
16/1/2015,46.72,40.38,75.23,19.07,48.62,70.37,49.27,69.67,54.73
19/1/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20/1/2015,46.115,40.72,75.32,18.99,48.74,70.37,49.47,69.27,55.12
21/1/2015,46.415,40.79,76.85,19.04,49.21,70.51,49.71,69.72,55.57
22/1/2015,47.28,41.46,77.21,19.51,49,71.35,50.21,71.03,56.46
23/1/2015,47.59,41.45,76.66,19.3,49.14,70.94,49.65,70.93,55.985
26/1/2015,47.99,41.28,77.76,19.4,49.11,71.31,49.65,71.3,56.06
27/1/2015,47.835,40.09,77.71,19.19,49.18,70.8,49.08,70.73,55.32
28/1/2015,47.065,40.02,74.65,18.84,48.76,69.78,48.51,69.81,54.84
29/1/2015,47.435,40.4,74.9,18.99,49.41,70.37,48.9,70.76,55.47
30/1/2015,46.45,39.9,75.55,18.68,48.32,69.27,48.02,69.99,54.57
2/2/2015,46.7,40.31,77.86,18.98,48.53,69.66,48.59,70.62,55.38
3/2/2015,47.59,40.77,79.99,19.3,48.71,70.13,49.02,72.12,56.28
4/2/2015,47.685,40.85,78.67,19.25,48.12,69.25,49.04,72.6,55.85
5/2/2015,48.005,41.23,79.8,19.45,48.56,70.42,49.29,73.05,56.33
6/2/2015,47.975,41.1,79.82,19.6,46.56,69.78,49.07,72.94,56.2
9/2/2015,47.775,41.04,79.9,19.5,46.15,68.96,48.7,72.66,56.05
10/2/2015,48.21,41.65,79.86,19.66,47.1,70.12,49.27,73.55,56.36
11/2/2015,48.27,41.81,79.3,19.66,46.08,70.19,49.5,73.57,56.38
12/2/2015,48.72,42.38,80.34,19.85,45.87,70.44,49.73,74.44,56.91
13/2/2015,49.01,42.65,82.04,19.84,45.17,70.72,49.5,74.89,57.17
16/2/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/2/2015,48.965,42.67,82.29,19.9,45.13,71.23,49.51,74.72,57.25
18/2/2015,48.94,42.71,81.31,19.78,46.2,71.31,49.78,74.68,57.57
19/2/2015,48.955,42.86,80.93,19.7,45.68,71.43,49.46,74.91,57.67
20/2/2015,49.235,43.08,80.54,19.85,45.69,72.18,49.6,75.44,58.16
23/2/2015,49.23,43.11,80.21,19.8,46,72.51,49.74,75.37,57.91
24/2/2015,49.145,43.24,80.43,19.89,46.34,72.42,49.91,75.73,58.14
25/2/2015,49.26,42.97,80.87,19.89,45.58,72.39,49.74,76.31,58.02
26/2/2015,49.215,43.24,79.37,19.85,45.28,72.59,49.81,76.07,57.76
27/2/2015,49.35,43.09,79.02,19.77,45.23,72.24,50.01,75.97,57.49
2/3/2015,49.57,43.43,78.47,19.92,44.36,72.89,50.1,76.88,58.02
3/3/2015,49.3,43.14,78.76,19.86,44.63,72.23,49.91,76.67,57.65
4/3/2015,49.125,42.97,78.65,19.74,44.38,72.58,49.56,76.27,57.2
5/3/2015,49.185,42.92,78.18,19.82,44.73,72.84,49.73,76.32,57.24
6/3/2015,48.855,42.39,76.78,19.68,43.39,71.41,48.76,75.41,56.46
9/3/2015,49.085,42.59,76.23,19.76,43.47,71.85,49.03,75.84,56.99
10/3/2015,48.64,41.72,75.17,19.34,43.39,71.05,48.33,74.66,55.94
11/3/2015,48.805,41.45,75.39,19.46,43.11,71.01,47.96,74.25,55.88
12/3/2015,49.655,41.72,74.91,19.89,43.93,71.95,48.66,75.76,56.6
13/3/2015,49.46,41.49,74.63,19.75,43.48,71.81,48.28,75.16,56.08
16/3/2015,49.8,41.98,75.64,19.99,44.23,73.4,48.87,76.04,57.01
17/3/2015,49.895,41.99,75.35,19.94,44.16,73.19,48.52,75.62,56.78
18/3/2015,50.05,42.56,77.54,20.06,45.35,74.14,48.85,76.29,57.45
19/3/2015,50.34,42.44,76.31,19.87,44.93,74.57,48.63,76.18,57.06
20/3/2015,50.48,42.54,76.91,20.06,44.98,74.9,48.94,76.77,57.12
23/3/2015,50.58,42.54,76.64,19.95,45.01,74.69,49.02,76.64,56.64
24/3/2015,50.68,42.4,76.13,19.79,44.51,74.04,48.74,76.24,56.45
25/3/2015,49.86,41.31,77.12,19.47,43.99,72.69,48.62,75,55.49
26/3/2015,49.71,41.34,77.03,19.46,43.62,72.52,48.41,74.53,55.34
27/3/2015,50.12,41.37,76.4,19.43,43.88,73.04,48.71,74.91,55.55
30/3/2015,50.79,41.87,78.04,19.72,44.42,73.78,49.2,75.68,56.33
31/3/2015,50.52,41.44,77.58,19.58,44.43,72.5,48.74,75.35,55.77
1/4/2015,50.245,41.38,77.56,19.56,44.47,71.77,48.8,75.02,55.4
2/4/2015,50.61,41.37,77.72,19.66,44.55,71.99,49.13,75.69,55.43
3/4/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/4/2015,50.755,41.77,79.12,19.69,45.17,72.1,49.52,76.05,55.85
7/4/2015,50.315,41.68,79.17,19.59,44.65,72.27,49.29,75.63,55.72
8/4/2015,50.755,41.81,78.53,19.66,44.52,72.88,49.37,76.34,55.91
9/4/2015,50.555,41.92,79.79,19.69,44.33,73.43,49.51,76.41,56.18
10/4/2015,50.72,42.08,80.14,19.68,44.66,74.06,49.6,76.67,56.97
13/4/2015,50.76,41.96,79.34,19.76,44.22,73.66,49.37,76.25,56.43
14/4/2015,50.33,41.83,80.77,19.76,44.44,73.78,49.48,76.21,56.5
15/4/2015,50.295,42.2,82.7,19.83,44.55,73.97,49.34,76.21,56.6
16/4/2015,50.33,42.05,82.51,19.86,44.26,73.93,49.52,76.36,56.48
17/4/2015,49.39,41.47,81.91,19.59,44.1,73.29,49.06,75.23,55.8
20/4/2015,49.845,42.18,82.22,19.68,44.76,73.74,49.23,76.06,56.45
21/4/2015,49.95,42.16,81.35,19.58,44.36,74.23,49.32,76.14,56.38
22/4/2015,50.07,42.59,81.89,19.72,44.45,74.35,49.35,76.21,56.62
23/4/2015,50.4,42.76,82.45,19.75,44.7,74.63,49.18,76.59,56.56
24/4/2015,50.49,43.13,81.98,19.72,45.15,74.39,49.19,77.63,56.32
27/4/2015,49.95,43.25,81.89,19.64,44.61,73.04,48.92,76.95,56.3
28/4/2015,49.765,43.39,82.3,19.76,44.93,73.4,48.97,76.68,56.4
29/4/2015,48.8,43.18,82.94,19.75,44.74,72.73,48.53,76.16,56.12
30/4/2015,48.365,42.58,82.68,19.59,44.22,71.709,48.37,75.31,55.63
1/5/2015,49.1,43.1,82.87,19.76,44.47,72.68,48.81,76.35,56.33
4/5/2015,49.275,43.14,82.66,19.96,44.8,73.14,48.88,76.51,56.42
5/5/2015,48.645,42.47,81.6395,19.78,43.8,72.22,48.49,75.71,55.66
6/5/2015,48.615,42.11,81.32,19.68,43.56,71.94,48.64,75.4,55.63
7/5/2015,49.17,42.42,80.44,19.82,43.72,72.28,48.76,75.79,55.92
8/5/2015,49.585,43.03,81.76,20.11,44.03,73.45,49.17,76.6,56.58
11/5/2015,49.57,42.81,80.22,20.03,43.73,73.49,48.97,76.26,56.53
12/5/2015,49.295,42.58,80.59,19.96,43.68,73.02,48.86,76.12,56.47
13/5/2015,49.15,42.76,80.38,19.97,43.25,73.1,48.84,75.64,56.59
14/5/2015,48.825,43.45,80.35,20.15,43.75,74.11,49.59,75.98,57.16
15/5/2015,49.32,43.31,80.67,20.06,44.32,74.26,49.75,76.59,57.11
18/5/2015,49.805,43.52,80.74,20.17,44.49,74.7,49.59,76.88,57.22
19/5/2015,49.465,43.41,79.59,20.28,44.59,75.05,49.46,76.86,57.06
20/5/2015,49.5,43.44,79.74,20.23,44.66,75.15,49.35,76.77,56.85
21/5/2015,49.77,43.63,80.49,20.18,44.64,75.16,49.46,77.07,57.16
22/5/2015,49.62,43.6,80.2,20.19,44.57,74.98,49.25,76.94,56.9
25/5/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/5/2015,49.075,42.97,78.93,19.96,44.29,74.22,48.86,76.39,56.28
27/5/2015,49.32,43.78,78.79,20.18,44.47,75.08,49.17,76.96,56.64
28/5/2015,49.37,43.69,78.48,20.15,44.57,75.13,49.1,76.83,56.37
29/5/2015,48.895,43.37,78.39,19.98,44.5,74.94,48.79,76.3,55.81
1/6/2015,48.895,43.49,78.19,19.99,44.56,75.24,48.79,76.52,56.06
2/6/2015,49.245,43.4,78.73,20.02,43.97,74.75,48.66,76.69,56.17
3/6/2015,49.97,43.49,78.19,20.19,43.32,74.89,48.63,77.29,56.45
4/6/2015,49.925,43.09,77.13,20.02,43.26,74.37,48.28,76.74,55.82
5/6/2015,49.73,42.95,77.67,20.13,42.72,74.34,47.59,76.52,55.86
8/6/2015,49.355,42.47,77.23,20.01,42.47,73.97,47.57,75.98,55.45
9/6/2015,49.135,42.37,77.22,20.06,42.37,73.95,47.8,75.9,55.44
10/6/2015,49.585,43.03,78.17,20.34,42.58,74.86,48.27,76.68,55.99
11/6/2015,49.73,43.05,77.82,20.42,42.92,75.37,48.25,76.94,56.31
12/6/2015,49.77,42.67,76.95,20.33,42.54,74.44,48.06,76.59,55.98
15/6/2015,49.49,42.41,76.77,20.24,42.47,74.53,47.71,76.23,55.51
16/6/2015,49.735,42.69,77.37,20.36,42.67,74.9,48.23,76.69,55.56
17/6/2015,49.91,42.71,77.18,20.33,43.03,74.97,48.49,77.04,55.71
18/6/2015,50.4,43.09,77.13,20.52,43.6,76.03,49.03,77.97,56.27
19/6/2015,50.175,42.54,75.91,20.09,42.79,75.71,48.66,77.45,55.72
22/6/2015,50.385,42.89,76.84,20.4,42.73,76.3,48.85,77.88,56.06
23/6/2015,50.845,42.92,77.09,20.44,42.15,76.45,48.64,78.19,55.92
24/6/2015,50.485,42.72,76.61,20.27,41.82,75.68,48.42,77.65,55.4
25/6/2015,50.34,42.62,75.83,20.15,41.54,76.1,48.33,77.59,54.97
26/6/2015,50.605,42.26,76.08,20.21,41.79,75.99,48.43,77.9,55.07
29/6/2015,49.225,41.36,74.64,19.72,41.57,74.13,47.68,76.14,54.03
30/6/2015,49.33,41.4,75.16,19.8,41.46,74.39,47.6,76.48,54.06
1/7/2015,49.64,41.68,74.2,20.1,41.71,75.19,48.21,77.35,54.33
2/7/2015,49.385,41.74,74.53,20.01,42.23,74.84,48.17,77.2,54.23
3/7/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/7/2015,49.455,41.57,73.55,19.93,42.4,74.81,48.13,77.05,54.02
7/7/2015,49.94,41.63,74.22,19.97,43.45,75.17,49.12,77.72,54.46
8/7/2015,49.345,40.95,72.72,19.62,43.22,73.88,48.57,76.24,53.48
9/7/2015,49.455,40.79,73.09,19.77,42.74,74.28,48.61,76.56,53.61
10/7/2015,49.98,41.44,73.49,20.01,42.97,75.28,49.18,77.67,54.17
13/7/2015,50.6,42.07,74.01,20.25,42.99,75.92,49.64,78.79,54.77
14/7/2015,50.385,42.23,74.54,20.3,42.93,76.68,49.72,78.89,54.92
15/7/2015,50.25,42.24,73.23,20.47,43.14,76.78,49.59,78.81,54.69
16/7/2015,50.905,42.78,73.33,20.67,43.78,77.14,50.1,79.29,54.94
17/7/2015,50.325,43.44,72.44,20.62,43.35,76.97,50.07,79.15,54.92
20/7/2015,50.155,43.67,71.48,20.64,43.13,77.22,50.16,79.19,54.93
21/7/2015,49.825,43.38,71.51,20.62,42.74,76.88,50.04,78.94,54.34
22/7/2015,50.035,42.68,70.93,20.77,42.93,77.05,50.15,79.32,54.1
23/7/2015,49.395,42.59,70.87,20.59,42.29,76.77,49.96,78.85,53.6
24/7/2015,48.57,42.36,69.51,20.4,42.33,74.85,49.68,78.85,52.9
27/7/2015,48.165,41.98,68.51,20.25,42.87,74.78,49.65,78.26,52.64
28/7/2015,48.33,42.36,70.47,20.33,43.07,76.13,50.21,78.87,53.66
29/7/2015,48.63,42.64,71.43,20.54,43.23,76.26,50.38,79.68,54.32
30/7/2015,48.95,42.72,70.93,20.54,43.55,76.15,50.21,79.97,54.27
31/7/2015,49.175,42.58,69.38,20.47,43.99,76.59,50.31,80.22,54.22
3/8/2015,48.61,42.35,67.92,20.45,44.22,76.53,50.38,79.95,53.96
4/8/2015,48.945,42.1,67.69,20.41,43.51,76.49,50.38,80.29,53.93
5/8/2015,49.495,42.51,67.18,20.5,43.62,77.13,50.82,79.42,54.23
6/8/2015,48.52,42.09,68.25,20.42,43.85,75.45,50.44,78.34,53.95
7/8/2015,48.06,42.12,67.03,20.46,44.39,75.32,50.16,78.28,53.69
10/8/2015,48.63,42.78,69.17,20.66,44.21,75.93,50.35,78.91,54.74
11/8/2015,48.43,42.14,69.3,20.47,44.43,75.29,50.17,78.2,54.07
12/8/2015,48.175,42.33,70.56,20.28,45.22,75.34,50.2,77.86,54.08
13/8/2015,48.105,42.21,69.49,20.36,45.23,75.17,50,78.31,54.04
14/8/2015,48.45,42.42,69.34,20.5,45.57,75.38,50.16,78.36,54.38
17/8/2015,48.8,42.66,69.49,20.54,45.79,76.14,50.21,79.11,54.65
18/8/2015,48.645,42.44,69.23,20.53,45.68,76.03,49.96,79.18,54.55
19/8/2015,48.24,42.16,67.32,20.34,45.87,75.72,49.5,79.04,54.04
20/8/2015,47.075,41.13,65.8,19.91,45.6,73.96,49.05,76.82,52.92
21/8/2015,45.54,39.56,63.5,19.2,45.05,71.7,47.71,74.36,51.46
24/8/2015,44.2,38.14,60.09,18.39,43.37,68.65,46.05,71.39,49.57
25/8/2015,44.075,37.7,59.22,18.13,42.03,67.96,45.7,71.1,48.98
26/8/2015,45.67,39.6,61.26,18.81,42.78,70.83,47.05,73.8,50.51
27/8/2015,46.59,40.52,64.29,19.28,43.28,72.21,47.74,75.53,51.73
28/8/2015,46.86,40.6,65.75,19.19,43.15,71.8,47.64,75.56,51.75
31/8/2015,46.775,40.23,66.43,19.03,42.46,70.49,47.31,74.98,51.29
1/9/2015,45.795,38.94,64.09,18.41,41.31,68.64,46.34,73.08,49.93
2/9/2015,46.445,39.88,64.68,18.66,41.34,70.05,46.97,74.62,51.04
3/9/2015,46.465,39.91,64.86,18.77,41.53,69.55,47.29,74.65,51.07
4/9/2015,46.1,39.3,63.79,18.39,40.96,68.68,46.52,73.85,50.36
7/9/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/9/2015,47.005,40.4,64.79,18.86,41.83,70.6,47.49,75.56,51.75
9/9/2015,46.31,39.87,63.57,18.6,41.31,69.51,46.71,74.75,51.2
10/9/2015,46.255,40.27,63.94,18.69,41.24,70.18,46.79,74.96,51.23
11/9/2015,46.2,40.46,63.37,18.77,41.55,70.63,47.1,75.52,51.51
14/9/2015,45.95,40.36,62.82,18.73,41.65,70.41,46.95,75.12,51.25
15/9/2015,46.3,40.88,63.52,19,41.87,71.42,47.51,75.91,52.14
16/9/2015,47.06,41.05,65.32,19.12,42.29,71.62,48.05,76.77,52.52
17/9/2015,47.08,40.77,65.28,18.86,42.87,72.27,48.05,76.97,52.29
18/9/2015,46.1,40.06,63.1,18.4,42.23,70.91,47.19,75.46,50.86
21/9/2015,46.4,40.46,63.46,18.61,42.4,69.97,47.54,76.12,51.11
22/9/2015,45.82,39.78,62.79,18.38,41.87,69.54,47.02,75.11,50.37
23/9/2015,45.67,39.88,61.98,18.38,41.98,69.47,47.1,74.91,50.02
24/9/2015,45.57,39.88,62.25,18.25,42.32,68.76,47.18,74.71,49.71
25/9/2015,45.28,39.81,62.37,18.52,42.73,66.88,47.48,74.7,49.81
28/9/2015,43.85,38.9,59.88,18.09,42.52,64.29,46.78,72.55,48.83
29/9/2015,43.8,38.73,59.79,18.12,42.53,64.88,46.76,72.31,49.15
30/9/2015,44.42,39.5,61.2,18.4,43.29,66.23,47.19,74.26,49.89
1/10/2015,44.16,39.52,61.32,18.41,42.78,66.9,47.19,74.81,49.78
2/10/2015,44.94,40.08,63.85,18.43,43.35,68.29,47.84,75.88,50.41
5/10/2015,45.66,40.87,65.78,18.82,43.91,68.47,48.66,77,51.84
6/10/2015,45.15,40.92,67.24,18.73,43.61,66.86,48.33,76.43,51.79
7/10/2015,45.61,41.11,68.09,18.88,43.46,67.93,48.77,76.69,52.47
8/10/2015,46.3,41.3,69.39,18.99,44,68.13,49.35,77.63,53.2
9/10/2015,46.23,41.48,68.94,18.87,43.79,68.44,49.46,77.72,53.38
12/10/2015,46.1,41.53,68.05,18.89,44.18,68.62,49.59,78.09,53.39
13/10/2015,45.53,41.44,67.34,18.74,44.08,67.76,49.29,77.67,52.82
14/10/2015,45.09,41.36,67.92,18.59,44.07,67.63,48.72,76.88,52.25
15/10/2015,45.67,41.89,69.14,19.01,44.72,69.14,49.16,77.88,52.82
16/10/2015,45.91,41.97,69.23,19.12,44.78,69.76,49.63,78.29,52.55
19/10/2015,46.21,42.13,67.86,19.11,44.81,70.01,49.85,78.66,52.62
20/10/2015,46.35,42.02,68.05,19.22,44.96,68.91,49.82,78.56,52.97
21/10/2015,45.76,41.7,67.21,19.08,44.87,68.29,49.83,78.21,52.98
22/10/2015,45.62,42.64,68.42,19.39,45.39,67.88,50.82,79.24,54.46
23/10/2015,44.99,43.83,68.26,19.6,44.59,69.33,50.74,79.63,54.66
26/10/2015,45.23,43.66,66.59,19.52,44.43,69.6,50.64,80.19,54.54
27/10/2015,44.7,43.41,65.79,19.41,44.27,70.88,50.71,79.81,53.94
28/10/2015,45.84,44.06,67.25,19.86,43.8,71.47,50.42,80.57,54.37
29/10/2015,45.64,43.94,67.59,19.84,43.55,71.79,50.44,80.8,54.34
30/10/2015,45.89,43.65,68.03,19.55,43.75,71.34,49.88,80.97,54.27
2/11/2015,46.35,44.04,69.62,19.82,43.8,72.86,50.18,81.34,54.9
3/11/2015,46.91,44.27,71.4,19.85,43.93,72.6,49.94,81.65,54.94
4/11/2015,46.41,44.32,70.76,19.8,44.16,72.28,49.73,81.12,54.79
5/11/2015,46.66,44.19,70.16,19.88,43.78,72.05,49.72,81.41,54.86
6/11/2015,46.27,44.34,69.8,20.08,42.25,71.75,49.18,81.42,54.86
9/11/2015,45.3,43.91,69.11,19.86,42.36,71.2,48.85,80.3,54.44
10/11/2015,45.65,43.62,69.26,19.95,42.74,71.68,48.98,81.06,54.43
11/11/2015,44.62,43.6,67.79,19.89,43.11,70.97,48.91,80.58,54.5
12/11/2015,44.05,43.22,66.25,19.59,42.7,69.74,48.25,79.83,53.76
13/11/2015,42.37,42.37,65.98,19.42,42.54,69.57,47.83,77.73,53.52
16/11/2015,43.02,43.02,68.18,19.66,43.26,70.44,48.65,78.67,54.21
17/11/2015,42.86,43.03,67.43,19.62,42.48,70.74,48.63,78.82,54.1
18/11/2015,43.61,43.68,68.54,19.97,42.75,72.12,49.3,80.17,54.85
19/11/2015,43.28,43.88,67.62,20,43.21,70.91,49.429,80.27,55.09
20/11/2015,44.16,44.2,66.9,20.03,43.39,71.52,49.08,81.23,55.37
23/11/2015,44.58,43.94,67.38,19.95,42.99,71.34,49.51,81.53,55.09
24/11/2015,45,43.95,68.82,19.89,42.93,71.56,49.64,81.36,55
25/11/2015,45.62,43.81,68.26,19.91,42.67,71.95,49.77,81.77,55
26/11/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/11/2015,45.56,43.91,67.77,19.96,42.75,72.09,49.96,81.47,55.095
30/11/2015,44.57,43.96,68.02,19.94,42.82,71.11,49.42,80.78,54.74
1/12/2015,44.74,44.35,68.56,20.16,43.16,72.31,49.84,81.61,55
2/12/2015,44.69,44.07,66.44,19.93,42.2,71.7,49.59,80.9,54.44
3/12/2015,43.91,43.5,65.11,19.6,41.88,70.13,49.33,79.68,53.76
4/12/2015,44.67,44.57,64.7,20.12,42.47,71.78,50.44,81.22,54.56
7/12/2015,44.27,44.35,62.24,19.94,42.66,71.38,50.58,80.88,54.29
8/12/2015,44.22,44.24,61.6,19.68,42.6,71.54,50.45,80.64,53.42
9/12/2015,44.02,43.59,62.41,19.46,42.61,70.82,49.97,79.61,53.26
10/12/2015,44.27,43.71,62.81,19.47,41.905,71.35,50.03,79.88,53.51
11/12/2015,43.42,42.8,60.46,19.04,41.79,70.3,49.48,78.06,52.61
14/12/2015,43.42,43.13,60.78,19.08,42,70.76,49.97,78.46,52.8
15/12/2015,43.65,43.32,62.31,19.53,42.33,71.68,50.29,78.89,52.81
16/12/2015,44.39,43.91,61.9,19.85,43.4,72.61,51.26,80.21,53.75
17/12/2015,43.46,43.22,60.38,19.56,43.49,71.83,50.6,78.89,52.86
18/12/2015,42.74,42.17,58.79,18.92,42.51,70.49,49.34,77.33,51.74
21/12/2015,42.71,42.6,58.85,19.11,42.48,71.13,49.9,77.72,52.14
22/12/2015,43.54,42.91,59.54,19.29,42.84,71.61,50.55,78.29,52.86
23/12/2015,44.02,43.27,62.13,19.51,43.5,72.38,50.92,78.69,53.48
24/12/2015,43.65,43.25,61.57,19.5,43.47,72.45,50.87,78.48,53.46
25/12/2015,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/12/2015,43.54,43.22,60.45,19.48,43.55,72.11,50.8,78.68,53.34
29/12/2015,44,43.81,60.87,19.68,43.79,72.99,51.24,79.59,53.85
30/12/2015,43.69,43.44,60.05,19.55,43.75,72.68,51.06,78.95,53.4
31/12/2015,43.24,42.83,60.32,19.35,43.28,72.03,50.49,78.1608,53.01
1/1/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/2016,42.97,42.27,60.3,18.98,43.19,70.73,49.85,76.82,52.3
5/1/2016,43.32,42.16,60.53,19.05,43.5,71.07,50.17,76.72,52.44
6/1/2016,42.41,41.64,58.2,18.76,43.42,70.49,50,75.97,51.63
7/1/2016,42.26,40.41,56.78,18.23,43.13,69.06,49.4,74.41,50.23
8/1/2016,40.98,40.09,56.05,17.95,43.11,68.02,49.02,73.61,49.72
11/1/2016,41.11,40.35,54.85,17.97,43.34,67.21,49.48,74.19,49.75
12/1/2016,41.45,40.83,54.98,18.11,43.17,68.07,49.75,75.01,50.15
13/1/2016,40.08,39.73,53.66,17.64,43.15,66.05,48.84,72.48,48.94
14/1/2016,40.17,40.48,55.97,17.79,43.8,67.82,49.07,73,49.52
15/1/2016,39.41,39.34,54.35,17.39,43.41,66.87,48.3,71.5,48.647
18/1/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
19/1/2016,39.09,39.38,53.18,17.39,44.06,66.86,48.88,71.77,48.64
20/1/2016,39.29,39.07,51.77,17.04,43.07,66.99,48.27,71.14,48.01
21/1/2016,39.67,39.29,53.38,16.97,43.03,66.79,48.46,72.05,48.22
22/1/2016,40.37,40.38,55.74,17.28,43.8,67.85,49.29,73.31,48.64
25/1/2016,39.58,39.91,53.14,16.93,43.43,67.22,48.85,72.47,48.04
26/1/2016,40.51,40.3,55.15,17.21,43.73,67.73,49.29,73.53,48.95
27/1/2016,39.94,39.47,54.89,17.15,43.83,66.96,49.25,72.38,48.4
