Date,XRT US,XLK US,XLE US,XLF US,XLU US,XLV US,XLP US,XLY US,XLI US
28/1/2016,39.93,39.98,56.56,17.16,44.53,65.4,49.75,73.31,48.68
29/1/2016,41.04,41.24,58.21,17.64,45.42,66.47,50.76,74.11,49.99
1/2/2016,41.25,41.39,57.235,17.56,45.85,66.57,50.93,74.56,49.87
2/2/2016,40.43,40.65,55.33,17.08,46.05,65.61,50.28,73.11,48.87
3/2/2016,40.17,40.6,57.3,17.09,46.62,66.04,50.17,72.92,49.66
4/2/2016,40.17,40.64,57.27,17.24,46.42,65.68,49.71,72.5,50.52
5/2/2016,39.11,39.5,55.94,17.01,46.57,64.4,49.63,70.16,50.04
8/2/2016,38.65,38.93,55.65,16.58,46.41,63.52,49.5,68.8,49.62
9/2/2016,38.53,38.75,54.31,16.56,46.57,63.9908,49.83,68.69,49.92
10/2/2016,38.51,38.83,54.09,16.47,46.52,64.56,49.77,68.57,49.68
11/2/2016,38.39,38.73,53.861,15.96,45.7,63.52,49.37,68.53,48.69
12/2/2016,39.32,39.27,55.28,16.64,45.56,64.37,50.07,69.79,49.67
15/2/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
16/2/2016,40.9,39.97,55.83,16.91,45.85,65.58,50.47,71.48,50.67
17/2/2016,41.75,40.79,57.66,17.13,45.76,66.41,50.99,73.02,51.45
18/2/2016,41.67,40.63,56.94,17.04,46.51,66,50.76,72.54,51.42
19/2/2016,41.35,40.66,56.81,17.04,46.2,65.93,50.84,72.74,51.32
22/2/2016,42.06,41.2,58.26,17.3,46.74,66.87,51.09,74.15,52.19
23/2/2016,42.15,40.55,56.27,17,46.78,66.37,51.08,73.74,51.67
24/2/2016,42.66,40.86,56.84,16.95,47,66.59,51.24,74.17,51.7
25/2/2016,43.25,41.37,56.89,17.19,47.48,67.42,51.82,74.91,52.38
26/2/2016,43.35,41.26,57.23,17.31,46.17,67.3,51.09,74.83,52.45
29/2/2016,43.32,40.97,56.58,17.13,46.3,66.2292,50.92,74.44,52.12
1/3/2016,44.01,42.19,58.06,17.7,46.07,67.65,51.41,76.41,53.14
2/3/2016,44.21,42.31,59.48,17.9,46.31,67.7608,51.56,76.34,53.18
3/3/2016,44.6,42.31,60.38,18.02,46.59,67.57,51.82,76.79,53.56
4/3/2016,44.82,42.42,60.96,18.09,47.11,67.41,52.04,76.72,53.78
7/3/2016,45.05,42.16,62.39,18.08,47.37,67.9508,51.72,76.39,53.94
8/3/2016,44.73,41.9,59.77,17.79,47.84,67.1208,51.87,75.79,53.18
9/3/2016,44.83,42.26,60.74,17.82,48.06,67.24,52.26,75.94,53.35
10/3/2016,44.92,42.22,60.79,17.8,48.0992,67.28,52.28,76.13,53.27
11/3/2016,45.61,42.87,62.36,18.26,48.15,68.59,52.45,77.3,54.04
14/3/2016,45.57,42.92,61.95,18.21,48.21,68.3,52.42,77.59,54.09
15/3/2016,45.68,43.08,61.83,18.2,48.3,67.24,52.55,77.57,54.06
16/3/2016,45.32,43.58,62.9,18.16,49.04,67.08,52.67,78.2,54.25
17/3/2016,45.77,43.74,63.7605,18.38,49.31,66.3,52.99,78.31,55.44
18/3/2016,45.98,43.59,63.49,18.46,48.63,66.84,52.65,78.09,55.63
21/3/2016,45.74,43.74,63.27,18.42,48.58,67.23,52.68,78.13,55.96
22/3/2016,45.52,43.75,62.92,18.37,48.42,67.9,52.37,78,55.64
23/3/2016,44.96,43.5,61.54,18.23,48.78,67.42,52.38,77.45,55.28
24/3/2016,45.19,43.62,61.84,18.12,48.91,67.39,52.32,77.55,55.12
25/3/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28/3/2016,45.53,43.51,61.51,18.17,48.73,67.2,52.6,77.9,55.14
29/3/2016,46.14,44.19,61.8,18.21,49.45,67.98,52.99,78.69,55.5
30/3/2016,46.24,44.45,61.9192,18.31,49.33,67.99,53.34,79.19,55.6
31/3/2016,46.18,44.36,61.89,18.27,49.62,67.78,53.06,79.1,55.47
1/4/2016,46.12,44.7,61.06,18.43,49.81,68.55,53.62,79.43,55.73
4/4/2016,45.52,44.53,60.6092,18.34,49.6,69.37,53.64,78.81,55.1
5/4/2016,45.02,44.1,60.2,18.08,48.67,68.47,53.28,78.14,54.76
6/4/2016,45.36,44.53,61.5,18.18,48.61,70.3108,53.7,78.88,55.03
7/4/2016,44.1,43.89,61.14,17.84,48.59,69.54,53.12,77.99,54.5
8/4/2016,43.86,43.89,62.37,17.9,48.85,69.35,53.41,77.87,54.71
11/4/2016,43.49,43.77,62.11,17.98,48.64,68.82,53.03,77.58,54.73
12/4/2016,44.09,44.07,63.96,18.21,48.98,69.38,53.36,78.17,55.05
13/4/2016,45.29,44.52,64.26,18.62,48.68,70.03,52.95,79.27,55.87
14/4/2016,44.99,44.51,64.41,18.66,48.62,70.07,52.71,79.27,55.97
15/4/2016,45.34,44.34,63.5392,18.6,48.89,70.02,53.035,79.49,56.05
18/4/2016,45.54,44.53,64.59,18.73,49.0792,70.67,53.34,80.24,56.1
19/4/2016,45.37,44.28,65.88,18.97,49.16,70.92,53.31,79.8,56.5
20/4/2016,45.55,44.37,66.47,19.11,47.93,71.3,52.59,79.9,56.41
21/4/2016,45.01,44.21,66.08,18.94,46.93,71.72,51.77,79.62,56.27
22/4/2016,45.23,43.44,67.04,19.12,47.3492,71.87,51.96,79.46,56.41
25/4/2016,44.83,43.45,66.29,19.08,47.44,71.59,52.32,79.55,56.14
26/4/2016,45.54,43.24,67.35,19.2,47.51,71.32,52.11,79.74,56.64
27/4/2016,45.79,43.04,68.63,19.24,48.2,71.24,52.36,79.66,57.04
28/4/2016,44.77,42.5,67.61,19.03,48.13,70.9,52.41,78.8,56.49
29/4/2016,44.2,42.13,67.5,18.93,48.42,69.7908,52.3,79.2,56.16
2/5/2016,44.6,42.44,67.43,19.1,48.81,70.19,52.9,80.31,56.45
3/5/2016,43.96,42.05,65.84,18.86,48.77,69.975,52.8,79.57,55.99
4/5/2016,43.81,41.92,64.89,18.71,49.34,69.3008,52.96,79.21,55.3
5/5/2016,42.91,41.94,65.42,18.7,49.15,69.59,52.97,78.7,55.27
6/5/2016,43.03,42.25,65.27,18.78,48.83,69.18,53.24,79.28,55.64
9/5/2016,43.73,42.25,64.32,18.73,49.11,69.97,53.53,79.5,55.39
10/5/2016,43.66,42.8,65.45,19,49.16,70.56,54.06,80.52,56.34
11/5/2016,41.72,42.49,65.65,18.8,49.34,69.71,53.63,78.9,55.87
12/5/2016,41.61,42.37,65.8308,18.81,49.63,69.3,53.92,79.05,55.75
13/5/2016,41.04,42.21,64.99,18.58,49.39,69.14,53.24,78.11,55.05
16/5/2016,41.38,42.8,66.09,18.68,49.45,70.08,53.58,78.6,55.73
17/5/2016,40.72,42.37,66.4,18.57,48.6108,69.35,52.53,77.71,55.46
18/5/2016,40.16,42.45,65.76,18.9,47.7,69.64,51.92,77.26,55.27
19/5/2016,40.68,42.22,65.77,18.72,48.18,69.05,52.43,77.19,54.75
20/5/2016,41.26,42.73,66.16,18.85,48.29,69.69,52.16,77.7,55.03
23/5/2016,40.87,42.65,65.99,18.83,47.86,69.41,52.21,77.43,54.93
24/5/2016,41.2,43.45,66.32,19.11,48.34,70.41,52.65,78.36,55.5
25/5/2016,41.7,43.75,67.37,19.32,48.2,70.85,52.73,78.79,55.88
26/5/2016,41.81,43.89,67.09,19.2,48.745,70.86,52.94,78.95,55.72
27/5/2016,42.3,44.1,67.13,19.33,48.83,71.18,53,79.32,55.93
30/5/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31/5/2016,42.31,44.19,66.87,19.29,49.15,71.35,52.66,79.24,55.92
1/6/2016,42.46,44.08,66.89,19.33,49.28,71.61,53.2,79.19,55.97
2/6/2016,42.95,44.04,66.8,19.37,49.3,72.53,53.22,79.63,56.04
3/6/2016,42.65,43.94,66.54,19.09,50.08,72.29,53.56,79.11,55.99
6/6/2016,42.65,44.02,68.0108,19.2,50.01,72.6808,53.62,79.31,56.52
7/6/2016,42.95,44.2,69.55,19.16,49.97,72.2292,53.56,79.41,56.79
8/6/2016,42.97,44.29,69.39,19.18,50.27,72.48,53.88,79.5,57.15
9/6/2016,42.32,44.3,68.86,19.04,50.7,72.36,54.09,79.32,57.14
10/6/2016,41.71,43.96,67.37,18.81,50.57,71.78,54.13,78.49,56.47
13/6/2016,41.2,43.47,67.17,18.68,50.51,71.21,53.68,78.06,55.86
14/6/2016,41.08,43.57,67.13,18.4,50.78,71.32,53.89,77.86,55.87
15/6/2016,41.59,43.46,66.9708,18.42,50.46,70.83,53.73,78.08,55.89
16/6/2016,41.36,43.55,66.65,18.47,50.78,71.08,54.01,78.33,55.99
17/6/2016,41.44,43.05,66.89,18.36,50.55,70.06,53.47,77.93,55.73
20/6/2016,41.96,43.23,67.47,18.47,50.36,70.5,53.64,78.63,56.24
21/6/2016,41.61,43.53,68.27,18.57,50.43,70.255,53.78,78.45,56.2
22/6/2016,41.42,43.38,67.89,18.55,50.19,70.46,53.81,78.34,56.04
23/6/2016,42,43.97,69.01,18.94,50.33,71.38,54.14,79.11,56.69
24/6/2016,41.1,42.28,66.78,17.93,50.61,69.29,53.1,76.15,54.38
27/6/2016,40.14,41.43,64.64,17.42,51.03,68.38,52.985,74.77,53.1
28/6/2016,40.68,42.25,66.44,17.86,51.22,69.71,53.32,76.26,54
29/6/2016,41.61,42.9,67.7,18.27,51.36,71.04,53.94,77.49,54.96
30/6/2016,41.96,43.37,68.24,18.56,52.47,71.705,55.15,78.06,56.01
1/7/2016,42.34,43.47,68.6,18.47,52.48,72.16,54.89,78.87,56.19
4/7/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/7/2016,41.66,43.15,67.22,18.19,52.87,72.09,55.2,78.23,55.68
6/7/2016,42.29,43.45,67.5092,18.24,52.98,72.9,55.25,78.9,55.96
7/7/2016,42.29,43.45,66.8192,18.26,52,72.79,55.1408,79.24,56.11
8/7/2016,43.39,44.13,67.71,18.61,52.54,73.69,55.69,80.62,57.23
11/7/2016,43.87,44.39,67.84,18.72,52.5,73.49,55.7,81.09,57.59
12/7/2016,44.21,44.75,69.52,18.95,51.78,73.85,55.4,81.41,58.12
13/7/2016,43.86,44.76,68.92,18.95,52.19,73.82,55.71,81.01,58.26
14/7/2016,43.93,45.05,69.27,19.13,51.85,74.14,55.7,81.34,58.7
15/7/2016,43.74,45.01,69.23,19.1,52,74.08,55.7,80.98,58.69
18/7/2016,44.44,45.31,69.28,19.16,52.15,74.11,55.64,81.29,58.64
19/7/2016,44.06,45.21,68.8892,19.17,52.06,73.95,55.6,81.14,58.67
20/7/2016,44.46,45.8,68.79,19.2,51.76,74.62,55.4,81.48,58.78
21/7/2016,44.29,45.56,68.11,19.11,52.07,74.84,55.24,81.26,58.18
22/7/2016,44.49,45.83,68.32,19.23,52.76,74.99,55.5,81.6,58.29
25/7/2016,44.94,45.77,66.96,19.19,52.67,74.91,55.44,81.73,57.98
26/7/2016,45.24,45.87,67.35,19.2,52.21,74.78,55.01,81.63,58.46
27/7/2016,44.86,46.25,66.69,19.2,51.61,75.12,54.19,81.38,58.23
28/7/2016,44.87,46.28,66.7,19.24,51.81,75.05,54.43,81.53,58.21
29/7/2016,45.09,46.45,67.38,19.2,52.12,75.2,54.7,81.62,58.04
1/8/2016,44.93,46.54,65.16,19.16,52.15,75.68,54.76,81.75,57.97
2/8/2016,43.8,46.19,65.75,18.99,51.81,75.39,54.68,80.53,57.43
3/8/2016,44.24,46.35,67.02,19.19,51.5,75.18,54.38,80.76,57.71
4/8/2016,44.08,46.6,66.92,19.14,51.47,75.07,54.5,80.72,57.73
5/8/2016,44.83,47.05,67.53,19.5,50.73,75.25,54.59,81.57,58.31
8/8/2016,44.79,47.04,68.43,19.53,50.71,74.61,54.53,81.3,58.39
9/8/2016,44.17,47.14,68.07,19.55,50.7,74.79,54.7,81.06,58.37
10/8/2016,44.19,46.99,67.33,19.39,50.71,74.535,54.9,81.23,58.34
11/8/2016,45.26,47.16,68.32,19.43,50.83,74.97,54.9,82.04,58.72
12/8/2016,45.51,47.11,68.7,19.37,50.9,74.78,55.09,82,58.56
15/8/2016,45.96,47.34,69.25,19.5,50.12,74.91,54.95,82.16,58.95
16/8/2016,45.82,46.99,69.36,19.46,49.53,74.24,54.71,81.69,58.69
17/8/2016,45.34,46.97,69.57,19.52,50.27,74.39,54.86,81.5,58.86
18/8/2016,45.75,46.99,71,19.5,50.89,74.42,55.05,81.45,59.04
19/8/2016,45.94,47.02,70.41,19.5,50.27,74.36,54.92,81.5,59.02
22/8/2016,45.7,47.02,69.6,19.5,50.4,74.51,55,81.42,58.97
23/8/2016,46.16,47.19,70.0892,19.52,50.18,74.58,54.89,81.83,59.02
24/8/2016,45.62,46.93,69.81,19.51,50.16,73.41,54.8,81.44,58.84
25/8/2016,45.36,47.03,69.62,19.55,50.19,72.79,54.59,81.17,58.83
26/8/2016,45.02,47.05,69.38,19.58,49.15,73.07,54.31,80.94,58.66
29/8/2016,45.23,47.23,69.85,19.75,49.55,73.23,54.63,81.22,59.08
30/8/2016,44.5,47.07,69.61,19.93,49.03,72.98,54.31,80.77,58.92
31/8/2016,44.47,46.99,68.51,19.94,49.23,72.76,54.38,80.56,58.59
1/9/2016,44.21,47.14,68.31,19.86,48.98,72.57,54.4,80.72,58.64
2/9/2016,44.51,47.35,69.08,19.95,49.63,72.65,54.82,80.88,58.93
5/9/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/9/2016,44.44,47.59,70.12,19.92,50.17,72.91,54.9392,81.03,58.76
7/9/2016,44.76,47.71,70.52,19.91,50.18,72.91,54.46,81.07,58.83
8/9/2016,44.47,47.32,71.84,19.89,50.35,72.97,54.16,80.37,58.78
9/9/2016,43.52,46.16,69.7,19.52,48.46,71.51,52.69,78.43,57.12
12/9/2016,44.14,46.93,70.39,19.74,49.32,72.57,53.68,79.53,57.85
13/9/2016,43.52,46.59,68.38,19.39,48.64,71.6,53.02,78.4,57
14/9/2016,43.54,46.81,67.57,19.34,48.83,71.6,52.86,78.41,56.95
15/9/2016,44.1,47.58,68.41,19.46,49.2,72.34,53.29,78.98,57.4
16/9/2016,43.75,47.21,67.45,19.18,49.26,72.11,52.79,78.51,56.61
19/9/2016,43.68,47.12,67.41,19.31,49.75,71.85,52.68,78.45,56.86
20/9/2016,43.17,47.09,66.92,19.32,49.66,72.07,52.82,78.51,56.91
21/9/2016,43.48,47.62,68.47,19.44,50.67,72.79,53.11,79.27,57.65
22/9/2016,43.81,47.91,68.55,19.48,50.98,73.34,53.58,79.85,58.06
23/9/2016,43.78,47.49,67.64,19.38,50.94,73.11,53.34,79.67,57.72
26/9/2016,43.3,47.21,67.34,19.07,50.81,72.26,52.89,78.79,57.47
27/9/2016,43.59,47.73,66.89,19.22,50.15,72.77,53.11,79.59,57.87
28/9/2016,43.31,47.82,69.78,19.31,50.08,72.66,53.2,79.81,58.32
29/9/2016,42.91,47.53,69.66,19.04,49.33,71.38,52.68,79.4,57.86
30/9/2016,43.55,47.78,70.61,19.3,48.99,72.11,53.21,80.04,58.38
3/10/2016,43.43,47.64,70.56,19.21,48.3,72.05,52.87,79.99,58.43
4/10/2016,43.41,47.47,69.84,19.29,47.29,71.91,52.42,79.71,57.94
5/10/2016,43.99,47.64,70.91,19.6,47.19,72.19,52.37,80.04,58.31
6/10/2016,43.88,47.75,71.02,19.63,47.18,71.92,52.47,80.1,58.31
7/10/2016,43.85,47.62,70.61,19.62,47.12,71.87,52.33,79.74,57.56
10/10/2016,44.02,47.95,71.72,19.72,47.51,72.2,52.33,79.87,57.62
11/10/2016,43.35,47.41,70.9,19.54,46.97,70.39,52.06,78.9,57.02
12/10/2016,43.68,47.49,70.6,19.52,47.43,70.06,52.35,79.27,57.13
13/10/2016,43.21,47.19,70.21,19.33,48.02,70.09,52.36,78.98,57.11
14/10/2016,43.12,47.37,69.8,19.42,47.75,69.62,52.37,78.89,57.23
17/10/2016,42.7,47.27,69.46,19.33,48.01,69.39,52.12,78.24,57.08
18/10/2016,42.75,47.53,69.74,19.49,48.42,70.22,52.28,78.76,57.2
19/10/2016,43.16,47.62,70.73,19.66,48.31,69.96,51.98,79.11,57.38
20/10/2016,42.91,47.4,70.65,19.66,48.28,70.29,51.95,78.96,57.07
21/10/2016,42.95,47.53,70.19,19.65,48,69.71,52.23,79.59,56.99
24/10/2016,43.25,47.99,69.98,19.71,48.18,69.58,52.57,80.16,57.1
25/10/2016,42.88,47.82,69.66,19.69,48.48,69.38,52.76,79.22,56.95
26/10/2016,42.73,47.55,69.82,19.81,48.6,68.96,52.69,78.88,57.15
27/10/2016,41.91,47.49,69.56,19.86,48.31,69.28,52.45,78.22,56.76
28/10/2016,42.13,47.44,69.37,19.77,48.46,67.78,52.67,78.04,57.1
31/10/2016,42.23,47.42,68.62,19.74,49.43,67.36,52.8,78.1,57.21
1/11/2016,41.53,47.01,68.63,19.66,48.53,67,52.57,77.55,56.72
2/11/2016,41.53,46.71,67.87,19.53,47.92,66.65,52.44,77.08,56.51
3/11/2016,41.04,46.26,68.14,19.55,48.1,66.02,52.08,76.88,56.42
4/11/2016,41.07,46.18,67.77,19.49,47.95,66.48,51.61,76.73,56.47
7/11/2016,41.83,47.18,69.23,19.98,48.79,68.18,52.48,78.5,57.86
8/11/2016,41.71,47.41,69.32,19.99,49.17,68.37,52.7,78.82,58.21
9/11/2016,42.59,47.35,70.45,20.84,47.36,70.78,51.98,78.98,59.67
10/11/2016,43.72,46.59,70.75,21.61,46.22,71.56,50.59,79.27,60.94
11/11/2016,44.41,46.73,69.46,21.67,46.03,70.49,50.54,79.72,61.05
14/11/2016,45.26,46.02,69.85,22.2,46,70.27,50.45,79.73,61.31
15/11/2016,45.06,46.67,71.82,22.18,46.74,70.47,50.76,80.04,61.54
16/11/2016,45.28,47.1,71.32,21.86,46.42,70.17,50.77,80.48,61.19
17/11/2016,45.74,47.4,70.84,22.16,46.43,70.45,50.68,81.45,61.32
18/11/2016,45.31,47.36,71.13,22.16,46.29,69.7,50.5,81.2,61.3
21/11/2016,45.54,47.84,72.82,22.24,46.78,69.95,50.84,81.73,61.63
22/11/2016,46.6,47.99,72.78,22.25,46.96,68.94,51.1,82.7,61.91
23/11/2016,46.83,47.8,73.08,22.38,46.49,69.21,50.82,82.78,62.37
24/11/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
25/11/2016,46.64,48,72.72,22.41,47.16,69.48,51.22,82.98,62.71
28/11/2016,46.07,48.04,71.71,22.15,48.07,68.96,51.33,82.32,62.28
29/11/2016,46.01,48.07,70.83,22.21,48.27,69.41,51.4,82.54,62.33
30/11/2016,45.71,47.5,74.43,22.51,46.75,68.75,50.58,81.85,62.41
1/12/2016,45.51,46.52,74.61,22.9,46.38,68.25,50.25,81.89,62.82
2/12/2016,45.61,46.69,74.83,22.65,46.8,68.41,50.57,81.44,62.81
5/12/2016,46.24,47.14,75.49,22.92,46.86,68.29,50.63,82.33,62.76
6/12/2016,46.67,47.28,75.35,23.12,46.77,68.48,50.78,82.52,62.88
7/12/2016,47.5,48.18,75.95,23.48,47.38,67.89,51.51,84.12,64.05
8/12/2016,48.16,48.3,76.36,23.7,47.46,68.02,51.3,84.12,63.69
9/12/2016,47.94,48.65,76.6,23.75,47.96,68.85,52.04,84.31,63.98
12/12/2016,47.09,48.5,76.96,23.52,48.46,69.18,52.25,83.61,63.75
13/12/2016,47.09,49.11,77.83,23.58,48.96,69.74,52.49,84.36,63.66
14/12/2016,46.54,48.94,76.27,23.47,47.95,69.38,51.92,83.79,63.02
15/12/2016,46.55,49.16,76.44,23.67,48.29,69.83,52.14,83.59,63.09
16/12/2016,45.91,48.59,76.51,23.36,48.41,69.58,52.05,82.69,62.58
19/12/2016,46.12,48.94,76.16,23.37,48.59,69.29,52.15,82.91,62.93
20/12/2016,46.75,49.12,75.99,23.66,48.65,69.24,52.05,83.57,63.29
21/12/2016,46.36,49.02,76.11,23.6,48.45,68.85,52.04,83.53,63.05
22/12/2016,44.74,48.92,76.42,23.54,48.62,68.94,51.96,82.63,62.93
23/12/2016,44.48,48.97,76.35,23.58,48.61,69.46,52.06,82.45,62.99
26/12/2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
27/12/2016,44.91,49.17,76.52,23.61,48.65,69.6,52.05,82.77,63.12
28/12/2016,44.37,48.73,75.69,23.37,48.19,69.07,51.73,82.2,62.46
29/12/2016,44.25,48.74,75.54,23.2,48.84,69.19,51.97,82.09,62.44
30/12/2016,44.07,48.36,75.32,23.25,48.57,68.94,51.71,81.4,62.22
2/1/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/2017,44.3,48.79,76.17,23.51,48.45,69.84,51.9,81.88,62.59
4/1/2017,45.17,48.96,76.01,23.7,48.63,70.39,51.9,82.97,62.96
5/1/2017,44.02,49.04,75.82,23.46,48.68,70.75,52.07,82.91,62.78
6/1/2017,43.71,49.4,75.89,23.54,48.83,70.95,52.12,83.32,63.14
9/1/2017,43.82,49.39,74.79,23.38,48.19,71.25,51.7,83.25,62.65
10/1/2017,44.33,49.4,74.11,23.43,48.04,71.5,51.44,83.55,62.91
11/1/2017,44.05,49.63,74.91,23.58,48.54,70.78,51.54,83.73,63.24
12/1/2017,43.97,49.51,74.6,23.38,48.58,70.85,51.49,83.65,62.98
13/1/2017,44.01,49.66,74.38,23.51,48.51,70.92,51.52,83.96,63.22
16/1/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/1/2017,44.36,49.47,74.84,22.95,49.04,70.56,52.25,84.1,62.73
18/1/2017,44.32,49.6,74.67,23.14,48.98,70.47,52.43,83.95,62.97
19/1/2017,43.52,49.53,74.26,23.04,48.55,70.02,52.24,83.69,63.43
20/1/2017,43.43,49.8,74.54,23.15,48.64,69.84,52.58,83.93,63.44
23/1/2017,43.07,49.89,73.75,23,48.39,69.55,52.56,83.99,63.09
24/1/2017,43.64,50.2,74.56,23.29,48.38,69.07,52.91,84.68,63.72
25/1/2017,43.82,50.68,74.95,23.68,48.38,69.72,52.9,85.2,64.39
26/1/2017,43.27,50.54,75.01,23.74,48.4,69.18,52.67,85.33,64.54
27/1/2017,42.69,50.74,74.23,23.65,48.39,69.75,52.38,85.06,64.49
30/1/2017,42.83,50.33,72.87,23.46,48.43,69.41,52.34,84.96,63.94
31/1/2017,43.2,50.08,72.9,23.31,49.18,70.52,52.59,84.83,63.38
1/2/2017,42.78,50.46,72.36,23.34,48.33,71.13,52.18,84.67,63.27
2/2/2017,42.72,50.36,72.77,23.25,48.84,71.11,52.66,84.6,63.15
3/2/2017,43.03,50.69,73.4,23.72,48.9,71.42,53,84.49,63.62
6/2/2017,42.57,50.72,72.78,23.61,48.8,71.5,52.71,84.24,63.71
7/2/2017,42.34,50.92,71.75,23.55,48.92,71.57,53.14,84.16,63.82
8/2/2017,43,51.01,71.92,23.39,49.4,71.46,53.36,84.68,63.73
9/2/2017,43.74,51.17,72.73,23.71,48.98,71.72,53.58,85.21,64.22
10/2/2017,44.04,51.32,73.28,23.78,49.29,71.86,53.62,85.73,64.73
13/2/2017,43.5,51.55,73.42,24.05,49.53,72.3,53.62,85.83,65.38
14/2/2017,43.95,51.72,73.66,24.33,49.17,72.87,53.63,86.32,65.41
15/2/2017,44.35,51.89,73.37,24.52,49.05,73.66,54.12,86.77,65.76
16/2/2017,43.43,52.01,72.37,24.46,49.54,73.56,54.19,86.33,65.78
17/2/2017,43.82,52.19,71.97,24.47,49.57,73.66,54.46,86.61,65.89
20/2/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
21/2/2017,44.31,52.46,72.46,24.59,50.09,73.99,54.95,87.11,66.22
22/2/2017,44.13,52.52,71.36,24.61,50.3,73.88,54.96,87.11,66.04
23/2/2017,43.1,52.51,71.66,24.61,50.82,74.42,55.09,86.52,65.61
24/2/2017,43.72,52.63,70.99,24.42,51.59,74.78,55.28,86.92,65.89
27/2/2017,44.03,52.6,71.6,24.55,51.3,75.14,55.03,87.02,66.13
28/2/2017,42.93,52.35,71.38,24.54,51.77,74.99,55.1,86.37,65.86
1/3/2017,42.89,53.09,72.81,25.24,51.31,75.74,55.36,87.34,66.97
2/3/2017,43.34,52.74,72.12,24.85,51.68,75.5,55.35,87.13,66.25
3/3/2017,42.72,52.86,71.99,24.97,51.52,75.8,55.14,87,66.32
6/3/2017,42.34,52.78,72.15,24.78,51.42,75.51,54.9,86.72,66.16
7/3/2017,41.94,52.78,71.51,24.71,51.39,74.98,54.83,86.44,65.97
8/3/2017,42.37,52.84,69.65,24.72,50.65,75.28,54.71,86.8,65.74
9/3/2017,41.83,52.83,70.11,24.81,50.54,75.69,54.8,86.72,65.44
10/3/2017,42.14,53.11,70.01,24.79,50.96,75.98,55.05,86.85,65.84
13/3/2017,41.88,53.16,70.02,24.85,51.11,75.92,55.09,87.08,65.8
14/3/2017,41.91,53.04,69.23,24.78,51.06,75.64,54.93,87.06,65.18
15/3/2017,42.3,53.4,70.77,24.74,51.88,76.59,55.34,87.52,65.92
16/3/2017,42.43,53.43,70.27,24.78,51.31,75.85,55.42,87.51,65.62
17/3/2017,42.44,53.34,69.8,24.45,51.23,75.16,54.98,87.36,65.68
20/3/2017,41.7871,53.3706,69.746,24.27,50.9038,75.0359,55.0771,87.154,65.56
21/3/2017,40.96,52.61,69.21,23.57,51.61,74.46,55.04,86.05,64.56
22/3/2017,40.9,52.94,69.11,23.52,51.86,74.48,54.93,86.15,64.79
23/3/2017,41.21,52.8,68.83,23.57,51.7,74.25,54.81,86.35,64.7
24/3/2017,41.1,52.84,68.56,23.54,51.89,74.29,54.7,86.56,64.53
27/3/2017,41.28,52.84,68.24,23.45,51.69,74.49,54.65,86.53,64.3
28/3/2017,41.72,53.22,69.21,23.77,51.65,74.54,54.75,87.19,64.98
29/3/2017,42.54,53.31,70.16,23.62,51.51,74.56,54.85,87.71,64.97
30/3/2017,42.59,53.41,70.14,23.93,51.11,74.57,54.74,87.94,65.33
31/3/2017,42.24,53.31,69.9,23.73,51.31,74.36,54.58,87.95,65.06
3/4/2017,41.6,53.26,69.78,23.68,51.3,74.42,54.49,87.6,64.92
4/4/2017,41.22,53.3,70.29,23.65,51.46,74.38,54.65,87.46,65.09
5/4/2017,40.82,53.08,70.07,23.47,51.75,74.15,54.55,87.25,64.88
6/4/2017,41.65,53.09,70.63,23.62,51.62,74.28,54.55,87.52,65.06
7/4/2017,41.51,53.06,70.36,23.52,51.4,74.41,54.7,87.26,65.13
10/4/2017,42.11,52.96,70.89,23.46,51.49,74.27,54.86,87.58,65.29
11/4/2017,42.5,52.76,70.9,23.39,51.47,74.17,54.88,87.51,65.38
12/4/2017,42.04,52.58,70.6,23.2,51.85,74.17,55.09,87.16,64.48
13/4/2017,41.65,52.37,69.31,22.9,51.68,73.98,54.84,86.55,64.02
